,quarter,state,price_cleanmedian_W,availability_30mean_W,availability_60mean_W,availability_90mean_W,unemployment,income,gdp,count
0,2018Q2,CA,109.85006594770735,10.613080921716191,24.71592055240903,24.71592055240903,4.2666666666666675,2500871.900000001,2966250.0999999987,51556
1,2018Q2,CO,107.58390949088624,10.002514142049026,22.318667504714018,22.318667504714018,3.1333333333333333,332573.6,371053.9000000001,1591
2,2018Q2,DC,121.5410979082785,6.825788078169499,16.426102327408426,16.426102327408426,5.733333333333333,56669.09999999999,138232.60000000003,10183
3,2018Q2,IL,102.48375325803649,10.61876629018245,24.460816681146827,24.460816681146827,4.299999999999999,724439.5,860142.0,5755
4,2018Q2,LA,141.2880800131169,12.162813575996065,30.87948844072799,30.87948844072799,5.0,214988.6,253237.09999999995,6099
5,2018Q2,MA,148.04141358365544,11.250690226394257,25.889011595803424,25.889011595803424,3.4333333333333345,491881.0,569485.9000000001,3622
6,2018Q2,MN,353.2877440221786,9.907242693773824,21.44796118747834,21.44796118747834,2.933333333333336,320202.0999999998,371278.5999999998,8657
7,2018Q2,NC,104.2565343659245,14.09002904162633,31.12294288480155,31.12294288480155,3.9666666666666677,477559.9000000002,567963.7,1033
8,2018Q2,NY,101.52598191020586,4.6699226477128555,11.653579078048049,11.653579078048049,4.200000000000002,1336180.1000000006,1703877.1000000008,73301
9,2018Q2,OR,90.05027376804381,11.48133399701344,26.413140866102538,26.413140866102538,3.966666666666668,213899.5,240531.09999999992,4018
10,2018Q2,TN,173.82277843104316,9.921888123635142,25.13707374433059,25.13707374433059,3.599999999999999,317426.2000000001,361895.40000000014,5953
11,2018Q2,TX,170.28790381791484,9.067088839941263,21.389592511013216,21.389592511013216,3.9333333333333362,1454607.3999999992,1793165.600000001,10896
12,2018Q3,CA,112.31356733795381,10.102945981735946,25.620530723855058,25.620530723855058,4.199999999999999,2534489.7999999984,2991611.7999999984,58147
13,2018Q3,CO,110.74195179504467,8.237148154390695,22.359177481881005,22.359177481881005,3.233333333333334,338332.79999999993,374189.9000000001,5933
14,2018Q3,DC,118.99300071787509,8.802225412778176,20.908590571907155,20.908590571907155,5.63333333333333,57500.09999999999,140037.89999999997,16716
15,2018Q3,IL,103.84219156940291,10.047554741005113,26.308575286968264,26.308575286968264,4.266666666666667,730313.0,867094.9000000001,10367
16,2018Q3,LA,136.871948323359,16.98166619169754,36.36544124631899,36.36544124631899,4.933333333333336,216152.7000000001,254370.59999999995,10527
17,2018Q3,MA,145.23890447120937,8.41577297475664,22.307045042072264,22.307045042072264,3.299999999999999,497038.2999999999,573514.9000000001,6061
18,2018Q3,MN,305.7507327080891,8.840269636576787,20.749194021101992,20.749194021101992,2.833333333333333,323384.5999999998,374310.0,13648
19,2018Q3,NC,101.58896982310094,12.432882414151925,28.93964620187305,28.93964620187305,3.9000000000000004,482191.80000000005,569085.4000000001,3844
20,2018Q3,NY,102.10573798739661,4.729531803859787,11.736547361165814,11.736547361165814,3.933333333333336,1350397.6999999997,1720476.0,81248
21,2018Q3,OR,92.25508878302296,8.914392955103219,26.06279774794283,26.06279774794283,3.966666666666668,217481.20000000013,243988.70000000013,6927
22,2018Q3,TN,163.84564347741244,10.471850912284125,25.056981168894527,25.056981168894527,3.5,322524.90000000014,365540.0,10249
23,2018Q3,TX,165.43844075646467,9.993769642167944,22.10530958813475,22.10530958813475,3.733333333333334,1474903.7999999996,1809490.700000001,18137
24,2018Q4,CA,109.72126669037536,11.962577996185058,28.580226956774755,28.580226956774755,4.233333333333332,2559475.2000000016,3023522.5999999987,61862
25,2018Q4,CO,110.14973873285435,11.994448073154802,28.032658393207054,28.032658393207054,3.266666666666666,342689.29999999993,379145.2999999999,6124
26,2018Q4,DC,116.89272517321017,9.716224018475751,23.20918013856813,23.20918013856813,5.666666666666668,57650.40000000001,140360.0,17320
27,2018Q4,IL,103.08996229125516,14.626683426108817,34.648590411204886,34.648590411204886,4.333333333333332,735900.5,872806.4,11138
28,2018Q4,LA,139.23763883912576,13.423056252239341,33.26379433894662,33.26379433894662,4.766666666666667,218781.5,256352.0,11164
29,2018Q4,MA,144.56717593321784,12.376752244447944,29.97086155300047,29.97086155300047,3.166666666666666,500339.7999999999,578523.2999999999,6349
30,2018Q4,MN,278.3625714285714,10.522428571428572,23.824285714285715,23.824285714285715,3.0,327239.5,376927.0,14000
31,2018Q4,NC,102.32907268170426,13.879949874686718,33.664411027568924,33.664411027568924,3.933333333333336,488681.5999999998,576026.0,3990
32,2018Q4,NY,106.46914287719135,5.314828025775667,14.314804635877765,14.314804635877765,3.966666666666668,1354115.8999999994,1720265.7000000002,85507
33,2018Q4,OR,91.88262646188531,14.111032830773567,34.12455967310131,34.12455967310131,4.166666666666668,218982.79999999987,246324.20000000013,7097
34,2018Q4,TN,165.67220946256316,13.91309141019752,33.67808911345889,33.67808911345889,3.4000000000000004,325150.2999999999,368171.5,10885
35,2018Q4,TX,162.44649331813943,10.513622707966435,24.015021236921164,24.015021236921164,3.700000000000002,1491558.7999999996,1824833.200000001,19306
36,2019Q1,CA,109.81362735141931,11.192514144784564,26.969276399568,26.969276399568,4.266666666666668,2597426.7999999984,3063191.200000002,62037
37,2019Q1,CO,109.39461224489796,10.715755102040816,25.00081632653061,25.00081632653061,3.100000000000001,348373.0,384026.7000000001,6125
38,2019Q1,DC,116.75367160052986,9.17877094972067,20.396878419627946,20.396878419627946,5.766666666666667,58381.300000000025,141906.10000000003,17363
39,2019Q1,IL,101.0213713268032,15.629652715939448,34.145592163846835,34.145592163846835,4.333333333333332,740748.0,878173.3000000004,11230
40,2019Q1,LA,141.42600896860986,11.714798206278028,25.016860986547083,25.016860986547083,4.599999999999998,219092.0,255724.2000000001,11150
41,2019Q1,MA,144.81096703640057,12.24574285267927,27.59115763162006,27.59115763162006,3.0666666666666655,509646.5999999998,588307.9000000001,6401
42,2019Q1,MN,284.4773686092242,11.639899892742223,25.007865570253845,25.007865570253845,3.200000000000002,328862.4000000002,378234.19999999995,13985
43,2019Q1,NC,103.12356178089044,15.996998499249624,34.93621810905453,34.93621810905453,4.066666666666665,495037.19999999995,581020.1999999998,3998
44,2019Q1,NY,105.19207395161479,7.974713018371481,17.016310801685798,17.016310801685798,4.0,1378582.3000000003,1746190.8999999992,85894
45,2019Q1,OR,90.65257688526893,14.536722370453589,33.85325094790058,33.85325094790058,4.166666666666668,221733.5,249543.79999999987,7121
46,2019Q1,TN,161.5029234338747,12.76955916473318,28.178097447795825,28.178097447795825,3.4333333333333353,329038.09999999986,370936.2999999999,10775
47,2019Q1,TX,162.2465604634323,9.260318609703114,20.53589531395469,20.53589531395469,3.599999999999998,1513695.1000000008,1827426.299999999,19334
48,2019Q2,CA,112.06153053170755,9.967736739526119,23.499202680282846,23.499202680282846,4.099999999999997,2624337.0,3119173.700000002,62083
49,2019Q2,CO,109.61243234377562,6.0948007216663935,16.234213547646384,16.234213547646384,2.7999999999999994,350055.5999999999,390214.2999999999,6097
50,2019Q2,DC,116.8244420093431,6.420208777899533,15.63025549339639,15.63025549339639,5.5,58670.300000000025,142608.5,17339
51,2019Q2,IL,101.96756469337114,10.4638426090039,24.138780574264445,24.138780574264445,4.099999999999999,740696.5,880445.3000000004,11284
52,2019Q2,LA,140.50562299178864,13.535880042841843,32.08291681542306,32.08291681542306,4.533333333333332,220146.0,255708.2000000001,11204
53,2019Q2,MA,154.67062871441976,9.22552392868314,21.772599311854865,21.772599311854865,2.9333333333333345,510544.9000000002,594309.9000000001,6394
54,2019Q2,MN,283.4513204853676,9.710849393290507,20.988722341184868,20.988722341184868,3.200000000000002,329791.5999999998,381618.09999999974,14010
55,2019Q2,NC,102.9909932449337,12.111583687765824,28.52614460845634,28.52614460845634,4.033333333333332,499245.9000000002,588477.4000000001,3997
56,2019Q2,NY,106.45952048417132,4.450616852886406,11.280749534450651,11.280749534450651,3.966666666666668,1393284.8000000003,1771545.3999999992,85920
57,2019Q2,OR,90.97708098987627,10.382874015748031,24.874859392575928,24.874859392575928,3.9000000000000017,223095.59999999995,251471.70000000013,7112
58,2019Q2,TN,165.2145411203814,10.877234803337306,25.89703859906482,25.89703859906482,3.466666666666668,331705.09999999986,375387.5,10907
59,2019Q2,TX,165.138464723847,8.846731197266939,20.720741239194574,20.720741239194574,3.433333333333336,1523340.1000000008,1835576.299999999,19319
60,2019Q3,CA,112.07597797833353,9.346389189363729,23.74831689242642,23.74831689242642,3.9333333333333362,2633945.5,3143837.299999998,61939
61,2019Q3,CO,111.42609739368999,6.25960219478738,18.191358024691358,18.191358024691358,2.6333333333333333,354333.0,396839.59999999986,5832
62,2019Q3,DC,116.97171007144503,7.5093915648767,18.67711454252132,18.67711454252132,5.333333333333331,58970.4,143764.8,17356
63,2019Q3,IL,102.35690862359301,10.810068244261277,27.714703536293538,27.714703536293538,3.7999999999999985,746800.0,890357.8000000004,11283
64,2019Q3,LA,135.60471368402187,16.42933954655435,35.09624518326015,35.09624518326015,4.900000000000002,220385.2000000001,257162.2000000001,11159
65,2019Q3,MA,154.51744095104021,8.328015016424214,22.076177068668855,22.076177068668855,2.8333333333333335,511390.5999999998,600545.0,6393
66,2019Q3,MN,271.09851022881173,8.671965214911967,20.31121248841685,20.31121248841685,3.200000000000002,333244.7,385752.09999999974,14029
67,2019Q3,NC,102.95671753815361,11.547660745559169,28.143357518138604,28.143357518138604,3.7999999999999985,502483.9000000002,595117.9000000001,3997
68,2019Q3,NY,106.48000652087846,4.61207759845362,11.350765038775938,11.350765038775938,3.9000000000000012,1399482.6999999997,1779739.7999999998,85878
69,2019Q3,OR,91.85924818453653,9.05211448099103,25.86245194361384,25.86245194361384,3.5999999999999983,224680.29999999987,254784.70000000013,4682
70,2019Q3,TN,162.13435156392902,10.758917139198829,25.79778672032193,25.79778672032193,3.3666666666666654,333411.90000000014,379183.0,10934
71,2019Q3,TX,162.434305620548,8.890604689855977,20.19591327406021,20.19591327406021,3.5,1538237.0,1850626.399999999,19233
72,2019Q4,CA,111.4978665412009,10.093369242500446,24.637798724791928,24.637798724791928,3.9000000000000026,2673409.7000000016,3205000.099999998,61637
73,2019Q4,CO,109.19429530201343,10.231543624161073,24.028187919463086,24.028187919463086,2.5,355977.4000000001,400863.40000000014,5960
74,2019Q4,DC,117.08600415033433,9.493140419644917,22.164745215586812,22.164745215586812,5.299999999999999,59433.800000000025,145278.0,17348
75,2019Q4,IL,100.92476096863551,14.854079170762219,34.002502010544184,34.002502010544184,3.7000000000000015,750318.3000000003,893355.5,11191
76,2019Q4,LA,136.9974570883662,12.6537099264372,30.739896467169196,30.739896467169196,5.200000000000002,222895.6,259079.2999999999,11011
77,2019Q4,MA,140.88944642279054,11.779864033667854,28.156037552606023,28.156037552606023,2.7999999999999994,513752.5999999998,603209.5999999999,6178
78,2019Q4,MN,271.01276292335115,10.434153297682709,23.125276292335116,23.125276292335116,3.299999999999998,335309.0999999998,389503.6999999999,14025
79,2019Q4,NC,102.81325,13.9845,32.41525,32.41525,3.6333333333333346,507128.30000000005,601787.9000000001,4000
80,2019Q4,NY,106.59247780392887,4.962121035583623,12.96912357560646,12.96912357560646,3.9000000000000012,1409239.8999999994,1791566.7999999998,85826
81,2019Q4,OR,91.09574317635412,11.749964644321878,28.022486211285532,28.022486211285532,3.400000000000001,227876.29999999987,258692.5999999999,7071
82,2019Q4,TN,162.44648569600585,13.805776437254364,32.71236632848917,32.71236632848917,3.2999999999999985,335735.40000000014,380823.0,10941
83,2019Q4,TX,162.15282184655396,9.344863459037711,21.635370611183355,21.635370611183355,3.5,1550113.600000001,1861581.899999999,19225
84,2020Q1,CA,110.31595309234729,10.851660593081293,25.348197785875893,25.348197785875893,4.433333333333336,2702965.0,3189702.599999998,57901
85,2020Q1,CO,110.87015108207432,9.809105757452022,21.76092282564312,21.76092282564312,3.399999999999999,361179.4000000001,400041.2000000001,4898
86,2020Q1,DC,118.20615366651097,10.088626809901916,20.88352405418029,20.88352405418029,5.433333333333335,60294.9,145727.8,17128
87,2020Q1,IL,100.89257546913244,16.40277400054392,34.93636116399239,34.93636116399239,3.7000000000000015,757160.0999999997,884447.0,11031
88,2020Q1,LA,139.17979452054794,14.624098774333094,30.169160057678443,30.169160057678443,5.733333333333333,222603.2999999999,250976.2000000001,11096
89,2020Q1,MA,137.15817339510258,14.08388484447386,30.24189278623428,30.24189278623428,2.7999999999999994,519913.7000000001,600740.0,6044
90,2020Q1,MN,270.8429296591733,11.325960841189268,23.780565627266135,23.780565627266135,3.066666666666667,338180.30000000005,384500.3000000001,13790
91,2020Q1,NC,102.2575225677031,15.392928786359077,33.418254764292875,33.418254764292875,3.8333333333333335,514856.80000000005,600630.9000000001,3988
92,2020Q1,NY,106.58306192825327,7.962881364050002,16.771409071315677,16.771409071315677,3.8666666666666645,1421415.3999999994,1778240.0,83516
93,2020Q1,OR,90.39474056270323,15.283472359677647,34.16442810688534,34.16442810688534,3.366666666666665,230465.29999999987,257687.5999999999,7073
94,2020Q1,TN,167.2469586374696,15.067939359910163,31.238910724312184,31.238910724312184,3.3333333333333335,339844.5,379453.7999999999,10686
95,2020Q1,TX,161.7297624690578,9.606520250697846,20.773845262548058,20.773845262548058,4.033333333333332,1559485.2000000007,1818394.5,18987
96,2020Q2,CA,110.35945149974675,13.047703014500366,28.419685231386822,28.419685231386822,15.89999999999999,2878728.7000000016,2893053.9000000013,53309
97,2020Q2,CO,108.37074425969912,8.134204275534442,19.206848772763262,19.206848772763262,11.0,382951.7000000001,365008.7000000001,5052
98,2020Q2,DC,118.18016395478823,10.435660166438952,22.17494721152652,22.17494721152652,9.733333333333329,62478.199999999975,137972.39999999997,16102
99,2020Q2,IL,98.00322288246551,15.061839057306878,32.16164769866049,32.16164769866049,15.666666666666666,836256.3000000002,807383.5,9929
100,2020Q2,LA,136.9736240716054,20.27699485812226,41.21538754522948,41.21538754522948,12.933333333333335,240272.2000000001,224129.4,10502
101,2020Q2,MA,134.45028176695146,15.117251408834758,32.1861479730958,32.1861479730958,16.833333333333336,599102.0,546546.2999999999,5501
102,2020Q2,MN,303.34428593109726,9.093868568826833,19.581423584762483,19.581423584762483,9.066666666666665,364877.5,348033.8,13178
103,2020Q2,NC,103.53302433371958,10.210505986867517,25.30745461568173,25.30745461568173,11.066666666666665,540565.9000000001,546775.6999999998,2589
104,2020Q2,NY,104.24530317310713,9.125906377631166,19.01937794533459,19.01937794533459,15.133333333333328,1493369.3000000003,1587879.2,79575
105,2020Q2,OR,90.12561247216036,14.787750556792872,32.21314031180401,32.21314031180401,13.600000000000003,252884.59999999992,233799.20000000013,4490
106,2020Q2,TN,169.3890353189246,16.42266736953084,33.6645229309436,33.6645229309436,12.033333333333337,352529.0,333194.2999999999,9485
107,2020Q2,TX,164.83234980048334,8.892710616534591,19.705164952509413,19.705164952509413,11.633333333333328,1678239.600000001,1628185.0,17793
